76	204	64	4.73669	2.70661	0.0482782	0.348539	351.702	-159.219	1.57373	1582.47	-16.1023	680.171	
75	204	64	7.58614	3.39664	0.258332	0.354133	285.644	-120.914	1.1658	1948.98	-17.6917	556.556	
68	254	36	5.60416	2.16656	-1.3298	-0.769551	210.3	104.151	2.12163	646.5	3.4037	432.285	
121	205	79	5.31726	1.06423	0.822455	1.19084	924.216	427.499	-0.355732	418.416	-2.13717	654.694	
106	302	30	7.73128	9.69597	0.935974	0.330355	258.539	112.568	-1.55285	376.663	-1.70685	146.492	
190	98	59	4.63835	5.92722	-0.488193	0.634465	1404.68	177.514	-5.51932	203.133	-1.86101	481.19	
69	300	51	4.13288	0.707738	-0.567717	0.446635	232.525	-93.3604	2.27594	943.473	-0.735068	178.323	
169	150	42	6.19693	17.4094	-0.285131	-0.429464	793.923	-50.8022	5.14617	510.148	1.11511	552.324	
98	291	42	6.71979	4.81803	-1.53698	-0.0276677	250.52	64.8623	2.93864	397.688	4.11828	149.237	
48	222	59	8.72979	6.24923	-0.44529	0.799546	1126.3	352.891	-8.44465	287.876	-3.70743	580.653	
92	193	14	7.19847	3.40648	0.199299	0.278736	1052.03	11.4016	-2.97462	46.0792	0.0165899	144.067	
190	98	59	5.25153	5.27683	-0.48045	0.640753	1430.67	161.612	12.1689	200.747	0.91175	385.022	
124	279	16	10.8601	6.92548	0.908475	0.127762	189.065	91.8227	-0.841258	496.997	-0.273139	134.145	
131	263	58	6.67706	3.18487	-0.655204	0.380133	313.169	59.4737	0.740424	387.638	-2.49986	121.407	
113	197	20	3.9064	0.731942	1.55767	1.60331	665.088	159.141	-7.63776	201.396	-3.60758	156.2	
